case_id,category,run_number,question,should_be_answerable,vector_search_k,reranker_k,reference_answer,reference_source_ids,vector_top8_source_ids,vector_top8_document_types,reranked_top4_source_ids,reranked_top4_document_types,final_answer,final_source_ids,insufficient_context,grounded,unsupported_handling_correct,hallucination_detected,source_validation_passed,vector_precision_at_k,vector_recall_at_k,vector_hit_at_k,vector_mrr,vector_ndcg,reranked_precision_at_k,reranked_recall_at_k,reranked_hit_at_k,reranked_mrr,reranked_ndcg,vector_precision_at_comparable_k,reranked_precision_at_comparable_k,vector_ndcg_at_comparable_k,reranked_ndcg_at_comparable_k,ragas_context_precision,ragas_context_recall,ragas_faithfulness,ragas_factual_correctness,retrieval_latency_seconds,reranking_latency_seconds,generation_latency_seconds,total_latency_seconds,execution_error,ragas_error
schema-overview,dataset/schema information,1,"What period, size, and main measures does this dataset cover?",True,8,4,"The dataset contains 10,000 rows and 24 columns, covers 2015-01-01 to 2025-12-31, and includes measures such as gross revenue, net revenue, discount amount, estimated cost, profit, quantity, unit price and discount percentage.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:dataset_overview""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:dataset_overview"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:column_campaign"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_4188_4554"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_418_785"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:timeline_quantity"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_6282_6648"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_quantity"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_2094_2460""]","[""dataset_overview"", ""column_profile"", ""row_batch"", ""row_batch"", ""timeline_analysis"", ""row_batch"", ""category_analysis"", ""row_batch""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:dataset_overview"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_6282_6648"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_418_785"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_4188_4554""]","[""dataset_overview"", ""row_batch"", ""row_batch"", ""row_batch""]","The dataset covers the period from 2015‑01‑01 to 2025‑12‑31, contains 10,000 rows and 24 columns, and includes the measures quantity, unit_price_gbp, discount_pct, gross_revenue_gbp, discount_amount_gbp, net_revenue_gbp, estimated_cost_gbp, and profit_gbp.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:dataset_overview""]",False,True,,False,True,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,,,,,10.019299499981571,14.179723399982322,1.2315443999832496,25.463516300020274,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
net-revenue-total,KPI retrieval,1,What is the total net revenue?,True,8,4,"Total net revenue is GBP 1,461,588.43.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_net_revenue_gbp""]","[""numeric_summary"", ""numeric_summary"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp""]","[""numeric_summary"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","The total net revenue is 1,461,588.43 GBP.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp""]",False,True,,False,True,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,,,,,0.32534510002005845,5.008835299988277,0.753017799986992,6.109885600046255,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
profit-total-paraphrase,paraphrased question,1,How much profit did the gym make overall?,True,8,4,"Total profit is GBP 920,454.33.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_profit_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_discount_amount_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_discount_amount_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_unit_price_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_unit_price_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_gross_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","I couldn't verify this against the uploaded dataset, but generally, review the relevant metric, time period, and comparison group before drawing a conclusion.",[],True,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.12584689998766407,4.209063599992078,0.6919326999923214,5.042067500005942,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
net-revenue-average,numerical summary,1,What was the average net revenue per transaction?,True,8,4,Average net revenue per transaction is GBP 146.16.,"[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_payment_method_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_payment_method_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp""]","[""numeric_summary"", ""category_analysis"", ""numeric_summary"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_payment_method_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp""]","[""numeric_summary"", ""category_analysis"", ""numeric_summary"", ""category_analysis""]",The average net revenue per transaction is £146.16.,"[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp""]",False,True,,False,True,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,,,,,0.07909459999063984,4.246008499991149,0.6507709000143223,4.994588000001386,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
net-revenue-median,numerical summary,1,What is the median net revenue?,True,8,4,Median net revenue is GBP 49.41.,"[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:column_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:column_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp""]","[""numeric_summary"", ""numeric_summary"", ""column_profile"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""column_profile"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:column_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:column_gross_revenue_gbp""]","[""numeric_summary"", ""column_profile"", ""numeric_summary"", ""column_profile""]",The median net revenue is 49.41 GBP.,"[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:column_net_revenue_gbp""]",False,True,,False,True,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,,,,,0.08200070000020787,3.160843299992848,0.5767407999956049,3.8339953000540845,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
branch-ranking,categorical comparison/ranking,1,"Which branch generated the highest net revenue, and how much?",True,8,4,"City Centre generated the highest net revenue at GBP 695,119.76.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_payment_method_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""numeric_summary"", ""category_analysis"", ""category_analysis"", ""numeric_summary"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_payment_method_net_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","City Centre generated the highest net revenue, amounting to £695,119.76.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp""]",False,True,,False,True,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,,,,,0.08724679995793849,2.5458925000275485,9.682637099991553,12.331555599987041,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
product-category-ranking,categorical comparison/ranking,1,Which product category earned the most net revenue?,True,8,4,"Membership earned the most net revenue at GBP 1,009,591.43.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_gross_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_name_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_gross_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]",Membership,"[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_product_category_net_revenue_gbp""]",False,True,,False,True,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,,,,,0.11438570002792403,4.8645930999773555,12.027516399975866,17.02357880002819,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
sales-channel-ranking,categorical comparison/ranking,1,What is the best-performing sales channel by net revenue?,True,8,4,"Front Desk is the best-performing sales channel, with GBP 437,364.39 in net revenue.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_discount_pct"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_discount_amount_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_unit_price_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_quantity"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_quantity"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","Front Desk is the best-performing sales channel by net revenue, generating £437,364.39.","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_sales_channel_net_revenue_gbp""]",False,True,,False,True,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,,,,,0.09783560002688318,3.4131107999710366,5.46433970000362,8.993225199985318,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
year-trend,trend,1,How did net revenue change from 2024 to 2025?,True,8,4,"Net revenue increased from GBP 251,644.68 in 2024 to GBP 410,444.47 in 2025.","[""timeline_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_membership_plan_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_9632_9999"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_payment_method_net_revenue_gbp""]","[""numeric_summary"", ""category_analysis"", ""category_analysis"", ""category_analysis"", ""row_batch"", ""category_analysis"", ""category_analysis"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_membership_plan_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_customer_segment_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp""]","[""category_analysis"", ""category_analysis"", ""category_analysis"", ""numeric_summary""]","I’m sorry, I don’t have the specific figures for 2024 and 2025 to calculate the change in net revenue.",[],True,False,,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.10613329999614507,6.827833499992266,5.668138500011992,12.617491699988022,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
monthly-trend,trend,1,What was net revenue in January 2025?,True,8,4,"Net revenue in January 2025 was GBP 61,321.68.","[""timeline_net_revenue_gbp""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_branch_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_7957_8323"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_gross_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_4606_4973"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_membership_plan_net_revenue_gbp""]","[""numeric_summary"", ""category_analysis"", ""numeric_summary"", ""category_analysis"", ""row_batch"", ""category_analysis"", ""row_batch"", ""category_analysis""]","[""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:row_batch_7957_8323"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_campaign_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:numeric_net_revenue_gbp"", ""b9b75a7e-ba35-42d7-8e92-c8079b0cf929:category_membership_plan_net_revenue_gbp""]","[""row_batch"", ""category_analysis"", ""numeric_summary"", ""category_analysis""]","I’m sorry, I don’t have that information.",[],True,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.16863349999766797,7.729766900010873,6.592409799981397,14.508195400005206,,TypeError: Cannot use agenerate() with a synchronous client. Use generate() instead.
